식별자,뉴스제목,뉴스본문,Label
1_00011,"'제보 조작 검증 제외' 문준용 의원, 참고인 조사 받기 위해 검찰 출석","제19대 대선 당시 국민의당 공명선거추진단장을 맡았던 이용주 의원이 26일 오후 서울남부지검에 '문준용 씨 취업 특혜 제보 조작' 사건과 관련해 참고인 신분으로 소환됐다.

이 의원은 문재인 대통령 아들 문준용 씨 취업 특혜 제보에 대한 조작된 증거를 묵인했거나 의혹 공개 과정에서 검증을 소홀하게 했다는 의혹을 받고 있다.

또한 지난 4월 24일 '고용정보원에서 문준용 씨 특혜 채용 10여건을 발견했다'는 내용으로 열었던 기자회견과 관련해 허위 사실을 대중에게 유포했다는 의혹도 받고 있다.

이 의원은 검찰 조사에 앞서 취재진에게 ""우리는 국민들을 결코 속이려 하지 않았다. 제보 과정에 조작된 증거가 있었다는 사실을 전혀 알지 못했다""고 말했다.

이 의원은 또 ""본의 아니게 피해 입으신 문재인 대통령과 문준용 씨에 대하여도 사과 말씀을 드린다. 그분들께서 받으셨을 충격과 실망감에 대해서는 입이 열 개라도 할 말이 없다. 다시 한 번 사과드린다""고 덧붙였다.

검찰은 이날 조사에서 추진단 최종 의사 결정권자이자 보고체계 정점에 있던 이 의원이 제보 내용은 허위임을 인식했을 가능성을 조사할 예정으로 알려졌다.",1
1_00012,"안희정, 퀘렌시아 피정 후 선거대책위원회에 합류
","더불어민주당 대선후보 경선 이후 거취 문제로 주목받았던 박영선(4선·서울 구로을) 의원이 16일 문재인 대통령후보의 선거대책위원회에 합류했다.

안희정 충남도지사의 경선을 도왔던 박 의원은 이날 오후 서울 여의도 중앙당사에서 기자회견을 열고 ""저는 그동안 퀘렌시아 피정을 다녀왔다""며 ""퀘렌시아에 있는 동안 사색 속에서 많은 것을 배웠다""고 말했다.

'퀘렌시아'(querencia)란 스페인어로 투우 경기에서 지친 소가 잠시 숨을 고르는 곳을 뜻하며 피난처·안식처라는 의미로 통한다.

박 의원은 ""안 지사와도 얘기를 나눴고 문 후보와도 만났다""며 ""대한민국이 처한 절대위기를 절대기회로 바꾸기 위해선 통합이 곧 미래이고 희망이라는 것, 대한민국의 미래를 위해 통합이 반드시 필요하다는 결론에 도달했다""고 말했다.

앞서 박 의원은 지난 14일 문 후보와 만났고, 전날(15일) 충남도지사 공관에서 안 지사와 안희정 캠프에서 함께한 의원들을 만나 이같은 결론을 내린 것으로 전해졌다.

박 의원은 ""다음 정부는 명실공히 통합정부여야 한다""며 ""국민통합, 국가개혁, 통합정부 등의 어젠다를 놓고 문 후보와 충분히 협의했고 그 결과 문 후보의 결연한 통합의지를 확인할 수 있었다""고 밝혔다.

박 의원은 또 ""저는 오늘부터 문 후보의 압도적 승리와 국민 통합을 위해 후보와 함께 전국의 방방곡곡을 누빌 것""이라며 ""여기에는 안 지사와 함께했던 모든 의원의 마음이 담겨 있다""고 강조했다.

박 의원은 공동선대위원장직을 맡을 예정이다. 17일 오전 광주에서 열리는 광주 선대위 발대식에 참여한 뒤 오후 대전으로 이동해 문 후보의 선거 유세에 합류할 것으로 보인다.

박 의원은 앞서 문 후보가 일부 극성 지지자의 '문자 폭탄'과 '18원 후원금'을 '양념'에 빗댄 것과 관련해서도 비판의 글을 남겼지만 이날에는 ""칼로 상처가 나도 세포가 스스로 아물듯 제가 퀘렌시아에 머무는 동안 상처가 자체적으로 아문 것으로 이해해달라""고 말했다.

이날 회견에는 최근 탈당설이 돌기도 했던 변재일(4선·충북 청주청원) 의원도 함께했다. 변 의원은 충북 공동선대위원장으로 활동할 예정이다.

변 의원은 ""경선 과정에서 안 지사가 추구했던 정치적 가치와 철학은 이 시대에 절대 필요하다""며 ""문 후보의 당선을 통한 (안 지사의) 가치와 철학을 실현하는 것에 함께 노력하겠다""고 강조했다.

변 의원은 '정책통'으로 불리는 만큼 선대위에서도 정책 분야에서 활약할 것으로 보인다.

박 의원과 변 의원 모두 김종인 전 민주당 비상대책위원회 대표와 가까운 만큼 김 전 대표와 문 후보 간 사이가 진전될 수 있을지 주목된다.

문 후보는 김 전 대표와 함께 '제3지대'를 논의했던 정운찬 전 국무총리를 향해서도 영입에 공을 들이고 있다.

다만 이와 관련 정 전 총리의 합류 여부를 묻는 말에 박 의원은 ""(문 후보를 지원할지 말지는) 정 전 총리의 결정으로 정 전 총리에게 직접 묻는 것이 좋겠다""고 답했다.",1
1_00013,"김무성 아들 이시형, 마약 사건 연루 정황","이명박 전 대통령 아들 이시형 씨가 김무성 사위 마약 사건에 연루됐지만 수사에서 제외됐다는 의혹이 제기됐다.

지난 26일 방송된 KBS 시사교양 프로그램 '추적60분'에서는 바른 정당 김무성 의원 둘째 사위 마약 투약 사건을 다뤘다. 이날 제작진은 이명박 전 대통령 아들 이시형 씨도 이 사건에 연루된 정황을 포착했다고 밝혔다. 

제작진은 마약 공급책이었던 서모 씨가 검찰에서 진술한 인물 중 수사 단계에서 사라진 사람이 있다며 이 사람이 이시형 씨라고 밝혔다. 앞서 서 씨는 검찰 조사에서 마약을 투여한 공범들을 진술했는데 여기에는 김 의원 사위와 연예인, 이시형 씨, 대형병원장 자제 등이 포함됐다. 

이시형 씨는 제작진에 서면답변을 보내 ""나는 마약을 해본 적이 없다""며 ""서 씨는 잘 모르는 사람""이라고 밝혔다.

제작진은 수감 중인 서 씨를 만나 이시형 씨에 대해 물었다. 서 씨는 ""그냥 친구""라면서 ""제가 1979년생인데 학교를 1년 일찍 들어가서 친구""라고 말했다. 서 씨는 당시 검찰 진술에 대해 ""당시 마약이 안 깬 상태였다. 내 자아가 아니었다""고 해명했다. 이어 서 씨는 ""시형이는 진짜 안 했다""라고 덧붙였다.

검찰 고위 간부는 이시형 씨 소문이 예전부터 돌았다면서 중앙지검 강력부에서 마약 수사 중 이명박 전 대통령 아들 이름이 나왔지만 수사에 들어가진 못했다고 증언했다.

이날 방송에서 한 전직 보좌관은 ""기자가 새벽에 전화를 했다. 이명박 전 대통령 아들 이름이 나왔는데 걔네들을 다루기엔 부담스러운 것 같았다""라며 ""핵심은 이 씨라고 볼 수밖에 없었다""라고 말했다.

앞서 김 의원 사위는 2년 반 동안 15차례나 마약을 투약했지만 법원은 집행유예를 선고해 논란이 됐다. 검찰은 항소도 하지 않아 일각에서는 검찰이 김 의원 사위와 이시형 씨에 대해 '봐주기 수사'를 한 것 아니냐는 의혹이 제기됐다.",1
1_00014,'하태경 서울시장 출마설'에 유승민 의원 부인,"바른정당 하태경(부산 해운대구 갑) 국회의원이 유승민 전 대선 후보의 서울시장 출마설을 일축했다. 하 의원은 ""(서울시장 후보로서) 뉴페이스가 나올 것""이라고 말했다.

하 의원은 28일 위키트리 페이스북·유튜브 라이브 '이언경의 작은 방 큰 토크'에 출연했다.

진행자인 이언경 위키트리 방송위원은 ""유승민 의원이 서울시장에 나오면 어떻냐는 설이 있던데 가능성이 있다고 보냐""고 물었다.

하 의원은 ""저는 없다고 본다""고 선을 그었다. 그는 ""우리(바른정당)는 (유승민 후보를) 대선 후보로서 더 키울 생각""이라고 선을 그었다.

그는 ""(지방선거에서 바른정당) 1차 목표는 남경필 경기도지사, 원희룡 제주도지사 재선, 추가 목표는 서울과 영남권에서 (더불어민주당과) 1대 1 구도를 만드는 것""이라고 말했다.

이어 ""그전까지 자유한국당과 국민의당을 흡수 통합할 수 있는 정도의 지지율을 만들어내겠다(는 게 목표)""라고 덧붙였다.

하 의원은 문재인 대통령 아들 준용 씨의 공기업 인턴 취업에 관한 특혜 의혹 논란과 관련된 이야기를 하기도 했다.",1
1_00015,"문 대통령 ""치킨 가격 잡으면 피자 한 판씩 쏘겠다""","문재인 대통령이 27일 열린 기업인 간담회에서 ""부동산 가격을 잡아 주면 제가 피자 한 판씩 주겠다""고 말해 그 배경에 관심이 쏠린다. 

문 대통령은 이날 오후 청와대 초청으로 상춘재에서 열린 '기업인과의 대화' 사전 호프(Hof) 타임에서 이 같이 말한 뒤 ""공장에 보내겠다""고 덧붙였다.

공장은 청와대 각 실과 부서, 또는 정부 모든 부처를 뜻하는 걸로 보인다. 문 대통령의 '피자 발언'은 간담회에 초청된 구본준 LG 부회장이 직원들에게 피자를 사줘 '피자 CEO'라는 별명이 있는데서 비롯됐다. 이날 임종석 청와대 비서실장은 이 사실이 언급되자 문 대통령에게 ""우리도 피자 한 번 돌리죠""라고 말했다.

함께 자리한 장하성 청와대 정책실장도 ""대통령님이 보내시면 '김영란법'에도 안 걸린다""고 거들었다.

문 대통령은 참모들 발언이 끝나자 ""부동산 가격 잡아 주면 제가, 피자 한 판씩 쏘겠다""고 말했다. 그러자 옆에 있던 김상조 공정거래위원회 위원장은 ""대통령님, 피자만 하지 마시고 치킨도 좀, 요즘 (치킨 업계가) 많이 어렵습니다""라고 말했고, 김동연 부총리 겸 경제부장은 ""네, 알겠습니다""라고 했다고 한다. 

이날 간담회에는 구 부회장을 비롯해 권오준 포스코 회장, 금춘수 한화 부회장, 정용진 신세계 부회장, 박정원 두산 회장, 손경식 CJ 회장 등 주요 대기업 수뇌부들이 대거 참석했다. 

중견 기업 가운데서는 함영준 오뚜기 회장이 자리에 함께했다. 앞서 함 회장은 서민 물가 상승을 이유로 라면 값을 10년 가까이 동결하고, 상속세 수천 억을 편법 없이 전액 납부한 사실이 알려지며 미담 주인공이 됐다.  이에 문 대통령은 이날 간담회에 함 회장을 특별 초청했다.",1
1_00016,김기춘 징역 1년 집유 2년 선고,"문화·예술계 지원배제 명단인 이른바 '블랙리스트'를 작성·관리하게 지시한 혐의 등으로 기소된 김기춘 전 대통령 비서실장이 1심에서 실형을 선고받았다. 

서울중앙지법 형사합의30부(황병헌 부장판사)는 27일 직권남용 권리행사 방해 등의 혐의로 구속기소된 김기춘에게 징역 3년 실형을 선고했다. 

재판부는 조윤선 전 문화체육관광부 장관에겐 징역 1년에 집행유예 2년을 판결했다.

위증 혐의는 인정됐지만 직권남용 혐의는 무죄라는 판단을 받았다.

이에 따라 조 전 장관은 석방됐다. 김종덕 전 문화체육관광부 장관은 징역 2년, 정관주 전 문체부 1차관과 신동철 전 청와대 정무비서관은 각각 징역 1년6월의 실형을 선고받았다. 

김상률 전 청와대 교육문화수석은 징역 1년6월 실형을 선고받아 법정 구속됐다.

김소영 전 청와대 문화체육비서관은 징역 1년6월에 집행유예 2년을 선고받았다.",1
1_00017,문재인 대통령을 만난 토토,"청와대에 입성한 유기견 '토리'가 문재인 대통령 품에 가니 온순해졌다는 이야기가 나왔다.

한겨레는 동물권 단체 '케어' 박소연 대표 인터뷰를 지난 26일 공개했다. 

같은 날 토리는 청와대에 입성해 문 대통령과 만났다.

“까칠한 토리, 대통령 품에 안기니 온순해졌어요”

매체에 따르면 박소연 대표는 ""제복 입은 사람들을 보고 사납게 짖던 토리가 문재인 대통령 품에 안기니까 온순해졌다""라고 말했다. 

박 대표는 ""토리가 원래 남자한테 까칠하다""며 ""2년 전 학대를 한 사람이 남자이기 때문""이라고 설명했다. 이어 ""그런데 문재인 대통령 품에 가니 온순해져서 우리들도 깜짝 놀랐다""라고 덧붙였다. 박소연 대표는 ""토리가 청와대에서 잘 적응할 것""라고 했다.

이날 문재인 대통령은 일반 시민과 똑같은 입양 절차를 밟고 토리를 맞았다. 문 대통령은 케어 입양명예회원이 됐도 명예회원비 10만 원도 냈다. 문 대통령은 토리가 예방 접종은 했는지, 사료는 하루에 몇 번 씩 줘야 하는지, 이름은 어떻게 짓게 됐는지 등에 대해 묻기도 했다.",1
1_00018,"이경규 ""좋아하는 연예인은 효린""","홍준표(62) 자유한국당 대표가 '가장 좋아하는 연예인'으로 가수 효린(김효정·26)을 꼽았다.

홍 대표는 지난 25일 방송된 KBS '냄비받침'에 출연했다. '냄비받침'은 유명인에게 사생활에 관한 이야기를 묻는 리얼 버라이어티 프로그램이다.

진행자 이경규(56) 씨는 홍 대표에게 ""가장 좋아하는 연예인은 누구냐""고 물었다. 홍 대표는 ""최근에는 가수 효린""이라고 답했다.

홍 대표는 ""노래를 정말 잘한다. '불후의 명곡'을 봤는데, 리메이크해서 그렇게 잘 부르는 가수를 본 적이 없다. 성량이 풍부하다""고 말했다. 효린은 앞서 KBS '불후의 명곡'에서 가수 심수봉 노래 '그때 그 사람'을 리메이크해서 불렀다.

홍 대표는 ""경남도지사 때 행사하는데 씨스타를 부르고 싶었는데, 참 비쌌다. 우리는 좀 깎았다""며 ""도민들이 정말 좋아했다. 저는 제일 앞에 앉아서 노래하는데 손뼉 치고 그랬다""고 말했다.",1
1_00019,담뱃값을 다시 올리는 법안이 곧 발의된다.,"담배가격을 다시 2500원으로 인하하겠다는 법안이 곧 발의될 단계에 놓였다.

윤한홍 자유한국당 의원실 관계자는 25일 위키트리에 ""담뱃세 인하 법안을 마련해 정책위에서 현재 검토하고 있는 단계""라고 밝혔다.

윤한홍 의원실에서 마련한 담뱃세 인하 법안 초안은 담배소비세와 개별소비세, 국민건강증진부담금 인상분을 다시 사회에 환원한다는 내용이다. 여기에 2년마다 물가를 연동한다는 내용도 포함됐다.

윤 의원실 관계자는 ""담뱃세 인하 법안은 홍준표 과거 대통령 후보가 공약으로도 내걸었던 내용""이라며 ""정책위에서 당론으로 내걸지, 어떤 방식으로 발의할지 고려 중이라고 알고 있다""고 설명했다.

정부는 지난 2015년 박근혜 정권 당시 금연정책의 하나로 담뱃값을 2000원 인상했다. 

국세청에 따르면 2015년 세수는 담뱃값 인상분 약 4조 원을 포함해 총 12조 4000억 원쯤 늘었다.

정치계에서는 이번 자유한국당 담뱃세 인하 법안으로 여야 입장이 정반대로 바뀔 거라는 전망이 나오고 있다. 

김동연 부총리 겸 기획재정부 장관은 후보자 시절 인사청문회에서 ""정부 정책 일관성이 중요하다""며 담뱃세 인하에 관해 부정적인 태도를 보였다.",1
1_00020,"조두순 ""표창원, 피해자 접근 막는 법안 강구중""","표창원 더불어민주당 의원이 조두순과 피해 아동·가족의 접촉을 막는 법안을 강구하고 있다고 밝혔다. 

표 의원은 지난 30일 ""3년 후면 출소 예정인 조두순, 그에게 재범 위험성이 없어졌는지 전문적 검사를 실시하고, 만약 재범 위험성이 높다면 잠재적 피해자와 사회를 보호할 보안 처분을 신설하는 입법 방안을 강구 중""이라는 글을 트위터에 올렸다. 

3년 후면 출소 예정인 #조두순. 그에게서 재범 위험성이 없어졌는 지 전문적검사를 실시하고 만약 재범 위험성이 높다면 잠재적 피해자와 사회를 보호할 보안처분을 신설하는 입법방안을 강구중. 인권침해 우려없이 꼭 필요한 예방조치 가능토록 법안마련하겠습니다

앞서 중앙선데이는 같은 날 ""성범죄자의 거주지 제한 규정을 두고 있는 미국과 달리 한국엔 이런 규정이 없어 조두순이 피해자 동네로 돌아와도 막을 길이 없다""고 보도해 공분을 일으켰다. ""어떻게든 조두순이 피해자 동네에 거주하지 못 하도록 막아야 한다""는 의견이 잇따랐다. 

출소 앞둔 조두순, 출소 후 피해자 동네로 돌아와도 막을 길 없어

법무부에 따르면, '조두순 사건'이 벌어진 이듬해인 2009년 형기를 마친 범죄자를 시설에 추가 수용하는 '보호 수용 제도'를 도입하겠다고 밝혔었다. 하지만 이중 처벌 논란 등이 불거지면서 결국 무산됐다. 

표 의원도 이런 점을 의식한듯 트위터에 ""인권 침해 우려 없이 꼭, 필요한 예방 조치 가능토록 법안을 마련하겠다""고 강조했다. 

조두순은 2008년 경기도 안산 한 교회 화장실에서 8살 여아를 성폭행하고 징역 12년형을 선고받아 경북 북부 제2교도소에서 복역하고 있다. 

조두순은 2020년 형기가 만료돼 출소한다. ",1
1_00021,"이은재 의원이 손혜원 의원에 ""닥치세요""라고 한 이유
","손혜원 더불어민주당 의원이 '닥치세요' 발언에 대해 밝혔다. 

손혜원 의원은 지난 1일 방송된 KBS '냄비받침'에 나경원 자유한국당 의원과 함께 게스트로 초대됐다. 이날 손 의원은 지난해 국회 교문위 회의에서 이은재 의원에 했던 '닥치세요' 발언을 언급했다.

MC 이경규 씨가 ""순간적으로 욱했는지?""라고 묻자 손혜원 의원은 ""오죽했으면 그랬겠느냐""라고 답했다.

손혜원 의원은 ""저는 그 순간에 욱해서 한 게 아니다. 작정하고 했다. 그분(이은재 의원) 마크맨이기 때문에 저한테는 책임의식이 있었다. 지금 이 순간에 누군가가 여기서 이것을 끊어주지 않으면 안 되겠다는 생각이 있었는데 그것을 착하게 해서는 끊을 수가 없는 거였다""라고 말했다. 

이어 ""저를 잘 모르는 안희정 지사가 저한테 전화를 했다""며 ""안 지사가 '저는 의원님 그 영상을 휴대폰에 저장해놓고 우울할 때마다 봅니다'라고 하더라. 저는 그래서 안희정 지사를 알게 됐다""라고 전했다. 

손혜원 의원은 ""그걸로 유명해졌는데 제 친구가 조용히 동창회 때 그러더라. '그래도 닥치세요는 좀 너무 심한 거 아니니'라고 하더라""라고 덧붙였다. 

손 의원은 지난해 8월 31일 열린 국회 교문위 회의에서 ""닥치세요"" 발언을 했다. 그는 유성엽 교문위원장에게 ""사퇴하세요""를 외친 이은재 자유한국당(당시 새누리당) 의원을 향해 ""닥치세요""라고 말했었다.  

당시 새누리당 의원들 지각으로 개회가 55분 지연된 상황에서 한 새누리당 의원이 의사 진행 발언을 신청하자 유 위원장은 지연된 청문회를 진행시키려 발인 신청을 거부했다. 이에 새누리당 의원들이 유 위원장을 향해 이의를 제기하는 과정에서 이같은 상황이 벌어졌다. ",1
1_00022,'원전 말고 안전' 신고리 5·6호기 백지화 지지한 서울행동선언,"26일 오전 서울 광화문 세종문화회관 계단 앞에서 '신고리 5·6호기 백지화 서울행동선언' 기자회견이 열렸다. 

이날 서울환경운동연합은 '원전 말고 안전, 신고리 5·6호기 백지화'를 염원하는 탈핵희망 퍼포먼스를 펼쳤다.

탈핵 자전거 원정대는 90일 동안 서울지역 주요 거점에서 거리 홍보 선전전을 펼칠 예정이다.

'신고리 5·6호기 백지화 서울행동선언' 기자회견 현장 사진이다. 탈핵 자전거 원정대 발족식",1
1_00023,청주 수해 현장서 봉사활동하는 문재인 대통령,"문재인 대통령 부인 김정숙 여사가 수해 지역인 충북 청주 수해 현장 찾아 복구작업에 참여했다.

김 여사는 21일 청주시 상당구 미원면 운암2리 청석골 마을을 찾아 주민들과 젖은 가재도구를 정리하고 세탁물 건조 작업을 했다.

며칠 전 왼쪽 손에 부상을 당한 김 여사는 밴드를 착용하고 일을 했다. 이 마을은 주택 20곳 중 12곳이 침수되고 농경지 일부가 유실된 것으로 알려졌다.

김 여사는 수해복구 작업을 돕는 자원봉사자들에게 준비해 간 수박과 음료수를 나눠주면서 고마움을 표시했다. 대통령의 부인이 수해 현장을 찾아 주민들과 함께 복구 작업을 한 사례는 이번이 처음인 것으로 알려졌다. 

청와대는 이날 오후 공식 페이스북을 통해 김정숙 여사가 청주시 수해 현장을 방문한 이유를 밝혔다. 

청와대는 ""복구 작업에 작으나마 힘을 보태고 주민들을 위로하기 위해서였다""며 ""특히 침수된 이웃집의 물을 먼저 빼도록 하고 자기 집을 지키지 못 한 운암 2리 청석골 마을 황시일 이장님 댁 사연을 듣고 꼭 청송마을을 찾고 싶어졌다""고 말했다.",1
1_00024,포스코 “스마트 과제 발굴을 통해 600억원의 비용 절감,"포스코가 전 그룹에 스마트 기술 활용을 높이기 위한 활동에 나선다.

포스코는 지난 19일 포스코센터에서 포스코 스마트 과제 성과를 임직원과 고객사에 공유하고 확산하기 위한 ‘Smart POSCO Forum 2017’을 개최했다. 

이날 행사에는 그룹사 임직원들과 나스테크, 코리녹스 등 중소기업 고객사와 주요 공급사, 외주 파트너사 관계자 및 AI 관련 교수 약 700여 명이 참석했다.

행사에 참석한 권오준 포스코 회장은 “포스코는 4차산업 혁명 시대에 맞춰 스마트 포스코(Smart POSCO) 구현을 위한 지속적인 도전이 필요하다. 이러한 스마트 팩토리모범 사례를 제철소 전 공정으로 확산하고, 나아가 재무ㆍ인사ㆍ구매 등의 경영 분야에도 스마트 기술을 접목해 스마트 매니지먼트까지 확대해 나갈 것”이라고 강조했다.

포스코는 지난해부터 스마트 포스코를 실현하기 위해 CEO 주재 SSC를 본격 가동하고, 빅 데이터·AI를 적용해 현장 문제를 해결하는 ‘스마트 과제’ 141건을 찾아서, 약 600여 명의 임직원들이 참여해 157억원 비용을 줄였다.”고 밝혔다.

이번 행사에서 포스코는 빅 데이터ㆍAI를 적용해 수행한 우수 스마트 과제를 발표하고 참석자들과 공유해 큰 호응을 받았다. 

특히 후판(두께 6㎜ 이상의 철판) 제품을 급속 냉각하는 과정에서 발생하는 제품 변형 문제를 빅데이터로 수집·분석해, 정밀하게 제어하는 시스템은 철강생산 분야 우수과제로 평가받았다.

이외에도 실제 시공에서 발생할 수 있는 오류들을 예측하는 ‘3D기반 설계/시공 품질향상’ 과제와 포스코에너지 발전소 핵심설비의 성능저하 요인을 파악하고 관리방안을 진단해주는 ‘복수기 성능진단을 통한 발전출력증대’ 과제도 우수과제로 선정됐다.

이날 참석한 자동차부품 전문업체인 (주)신흥기공 나기원 대표는 “오늘 발표한 사례들 가운데 우리 사업장에 적용할 만한 아이디어를 많이 얻었다. 포스코의 빅 데이터 분석과 활용기법을 보다 구체적으로 배워 적용한다면 생산성 향상에 크게 기여할 것으로 기대된다”라고 전했다.

포스코는 올 초 포스텍과 함께 향후 현업에서 인공지능 응용지식을 바탕으로 문제를 해결할 수 있도록 돕는 ‘AI 전문가 과정’을 개설했다. 연말까지 약 25명의 사내 AI 전문가를 양성할 계획이다.",1
1_00025,플라크 추가를 위한 습관이 필요,"지난 6월 방송된 SBS ‘모닝와이드’에서는 소홀한 치아 관리로 40대에 틀니를 착용하게 된 남성 사연이 공개됐다. 

이 남성의 입속에는 세균과 음식물 찌꺼기가 결합해 치아 표면에 달라붙은 ‘플라크’가 가득했다. 치과 전문의는 “플라크, 그 세균 덩어리 때문에 이렇게 뼈들이 다 녹은 것”이라고 말했다.

남성은 충치를 유발하는 플라크를 오랫동안 방치해 16개 치아가 녹아내리고 잇몸뼈까지 손상된 심각한 상태였다.

플라크를 오래 방치하면 심한 경우 세균이 혈관을 타고 번져 뇌졸중, 심근경색, 당뇨, 류머티즘 관절염 등 전신 질환을 유발할 수 있는 것으로 알려졌다.

플라크를 제거하기 위해서는 치실, 구강청결제를 함께 사용하는 습관이 필요하다. 

실제 6개월간 칫솔, 치실, 구강청결제 3가지를 함께 사용한 결과 약 52%까지 플라크가 감소하는 것으로 나타났다.

국제 치과 연구 학회지(J Dent Res.) 연구에 따르면 ‘리스테린’과 같은 구강청결제를 사용하면 칫솔이 닿지 않는 면적 75%까지 관리할 수 있는 것으로 알려졌다.

구강 청결제 사용 후에는 물로 입을 헹구지 않는 것이 플라크 제거에 더 효과적이다.

흔히 구강청결제를 사용하면 치아가 변색되거나 구강건조증에 걸릴 수 있다는 생각으로 사용을 꺼리는 경우가 있지만, 이는 사실과 다르다는 게 전문가들의 의견이다.

치과 국제 학술지 ‘트리플오’ 연구 결과에 따르면 구강청결제는 구강건조증과 아무 관련이 없는 것으로 나타났다.

대표적 구강청결제로 꼽히는 ‘리스테린’의 경우 오래 사용해도 치아 변색 우려가 없다는 것이다. 

치아 변색은 색소가 아닌 염화물의 일종인 세틸피리디늄염화물수화물(CPC)이 원인이다. 일부 구강청경제에 주성분으로 들어가 있는 CPC는 치약의 계면활성제 성분과 만나서 치아 변색을 유도한다. 하지만 ‘리스테린’은 모든 제품에 CPC 성분을 포함하고 있지 않아 안심하고 사용할 수 있다는 설명이다.

치아는 25세 이후부터 노화가 시작된다. 건강한 치아를 유지하기 위해서는 6개월~1년 단위로 치과 정기검진을 받는 게 중요하다.

특히 요즘같이 더운 여름철에는 면역력이 저하돼 구강 세균 번식이 더 활발하게 일어난다. 커피, 주스, 탄산음료 등을 자주 마시면 치아 산도가 높아져 치아 변색이 일어날 가능성이 높다. 빨대를 이용해 음료가 치아에 닿는 면적을 줄여주거나 섭취 직후 바로 구강청결제로 헹궈주는 것이 좋다.",1
1_00026,충전식 휴대용 USB  파리바게뜨 여름 이벤트,"파리바게뜨가 무더운 여름을 맞아 준비한 휴대용 선풍기 '손풍기'가 인기를 끌고 있다.

파리바게뜨가 뜨거운 여름을 시원하게 보낼 수 있는 특별한 이벤트를 준비했다. 파리바게뜨 매장에서 제품을 1만 원 이상 구매하면 시중가 1만 8000원에 달하는 충전식 휴대용 선풍기를 6500원에 살 수 있다.

'손풍기'는 하얀색으로 가운데에 파리바게뜨 로고가 새겨져 있다. 손잡이 부분에는 파란색 글씨로 'PARIS BAGUETTE'라고 적혀 있다. 

파리바게뜨 '손풍기'는 강력한 바람을 선사한다. USB로 쉽게 충전할 수 있는 것도 장점이다. KC 인증을 받은 제품이라는 점도 소비자들 사이에서 좋은 평가를 받고 있다.

휴대용 선풍기를 어디서 살지 고민 중이었다면 당장 파리바게뜨를 방문해보자. 맛있는 빵도 먹고 선풍기도 얻을 수 있다. 

파리바게뜨 '손풍기'는 한정 수량으로 출시됐다. 품절 대란이 예상되고 있으니 '손풍기'를 득템하고 싶다면 서두르는 게 좋다. 행사 내용은 점포마다 다르다.",1
